"","state_po","county_name","county_fips","dem_two_party_share_2000","dem_two_party_share_2004","dem_two_party_share_2008","dem_two_party_share_2012","dem_two_party_share_2016","dem_two_party_share_2020","dem_two_party_share_2024","gop_two_party_share_2000","gop_two_party_share_2004","gop_two_party_share_2008","gop_two_party_share_2012","gop_two_party_share_2016","gop_two_party_share_2020","gop_two_party_share_2024"
"65","AL","WASHINGTON",1129,0.451286152205784,0.383302864107252,0.351679853227841,0.340620350234634,0.28208174904943,0.255951031512129,0.221864951768489,0.548713847794216,0.616697135892748,0.648320146772159,0.659379649765366,0.71791825095057,0.744048968487871,0.778135048231511
"66","AL","WILCOX",1131,0.674632713026445,0.676657263751763,0.711728395061728,0.743546662593554,0.714121132323897,0.688318313212039,0.657954979015643,0.325367286973555,0.323342736248237,0.288271604938272,0.256453337406446,0.285878867676103,0.311681686787961,0.342045020984357
"67","AL","WINSTON",1133,0.295661724327293,0.215705190044376,0.178194726166329,0.13398624713482,0.0863366336633663,0.0872056585191154,0.0798194130925508,0.704338275672707,0.784294809955624,0.821805273833671,0.86601375286518,0.913663366336634,0.912794341480885,0.920180586907449
"68","AK","DISTRICT 1",2001,0.215255658005029,0.367486201705971,0.384968870441743,0.204664958878253,0.447244915696159,0.49756725815684,NA,0.784744341994971,0.632513798294029,0.615031129558257,0.795335041121747,0.552755084303841,0.50243274184316,NA
"69","AK","DISTRICT 10",2010,0.278886487860684,0.352376380220835,0.379436516648372,0.214285714285714,0.224234156021332,0.252313101406366,0.482971401447728,0.721113512139316,0.647623619779165,0.620563483351628,0.785714285714286,0.775765843978668,0.747686898593634,0.517028598552272
"70","AK","DISTRICT 11",2011,0.340329835082459,0.26605504587156,0.199171842650104,0.268389902162097,0.249475890985325,0.306082534715431,0.487838264715173,0.659670164917541,0.73394495412844,0.800828157349896,0.731610097837903,0.750524109014675,0.693917465284569,0.512161735284827
"71","AK","DISTRICT 12",2012,0.307173880485248,0.294649847759896,0.259314456035768,0.306563457506854,0.225312609559425,0.272534562211982,0.50668449197861,0.692826119514752,0.705350152240104,0.740685543964232,0.693436542493146,0.774687390440575,0.727465437788018,0.49331550802139
"72","AK","DISTRICT 13",2013,0.408504758980657,0.310482571999227,0.249287749287749,0.440668726149373,0.294817927170868,0.364307187756218,0.506395268876358,0.591495241019343,0.689517428000773,0.750712250712251,0.559331273850627,0.705182072829132,0.635692812243782,0.493604731123642
"73","AK","DISTRICT 14",2014,0.302455357142857,0.291203703703704,0.208203125,0.491682614456058,0.337324021727081,0.388246013667426,0.610908068597132,0.697544642857143,0.708796296296296,0.791796875,0.508317385543942,0.662675978272919,0.611753986332574,0.389091931402868
"74","AK","DISTRICT 15",2015,0.461943408642246,0.321505666486778,0.233771071994039,0.53312763884378,0.419940271077418,0.49537124504062,0.487162313016298,0.538056591357754,0.678494333513222,0.766228928005961,0.46687236115622,0.580059728922582,0.50462875495938,0.512837686983702
"75","AK","DISTRICT 16",2016,0.498607242339833,0.311548966055404,0.253218059558117,0.582522862534475,0.507003232261044,0.548652118100128,0.576296775585032,0.501392757660167,0.688451033944596,0.746781940441883,0.417477137465525,0.492996767738956,0.451347881899872,0.423703224414968
"76","AK","DISTRICT 17",2017,0.328230791875184,0.30693003897734,0.285452190805094,0.649146757679181,0.556872037914692,0.59545061906133,0.674597809922942,0.671769208124816,0.69306996102266,0.714547809194906,0.350853242320819,0.443127962085308,0.40454938093867,0.325402190077058
"77","AK","DISTRICT 18",2018,0.335661764705882,0.332329396845526,0.32486503651953,0.641928657799274,0.592901562263006,0.629082112619272,0.417858690940616,0.664338235294118,0.667670603154474,0.67513496348047,0.358071342200726,0.407098437736994,0.370917887380728,0.582141309059384
"78","AK","DISTRICT 19",2019,0.337207633806859,0.387074569789675,0.429801416469935,0.516977822328029,0.619976771196283,0.612212841154526,0.589032527105922,0.662792366193141,0.612925430210325,0.570198583530065,0.483022177671971,0.380023228803717,0.387787158845474,0.410967472894078
"79","AK","DISTRICT 2",2002,0.329480683977201,0.454970652971387,0.462585034013605,0.35979081929111,0.33207626230882,0.364139840775355,NA,0.670519316022799,0.545029347028613,0.537414965986395,0.64020918070889,0.66792373769118,0.635860159224645,NA
"80","AK","DISTRICT 20",2020,0.382427628237684,0.402360998468054,0.493812375249501,0.404065573770492,0.654938466393184,0.671943832599119,0.563388370423546,0.617572371762316,0.597639001531946,0.506187624750499,0.595934426229508,0.345061533606816,0.328056167400881,0.436611629576454
"81","AK","DISTRICT 21",2021,0.414393395549174,0.383615266321823,0.42986798679868,0.386570296106318,0.548357782682072,0.594683655536028,0.541805635422657,0.585606604450826,0.616384733678177,0.57013201320132,0.613429703893682,0.451642217317928,0.405316344463972,0.458194364577343
"82","AK","DISTRICT 22",2022,0.351044144858578,0.429510013456819,0.517685386286069,0.453521573604061,0.437575270975512,0.492908953123308,0.50628092881614,0.648955855141422,0.57048998654318,0.482314613713931,0.546478426395939,0.562424729024488,0.507091046876692,0.49371907118386
"83","AK","DISTRICT 23",2023,0.302144708932359,0.47672475531153,0.592038355368299,0.39132583714321,0.471335504885993,0.510381781647689,0.402857981795047,0.697855291067641,0.52327524468847,0.407961644631701,0.60867416285679,0.528664495114006,0.489618218352311,0.597142018204952
"84","AK","DISTRICT 24",2024,0.281640181611805,0.406755915317559,0.450246436659118,0.444318181818182,0.43176058887414,0.468261815305517,0.332853025936599,0.718359818388195,0.593244084682441,0.549753563340882,0.555681818181818,0.56823941112586,0.531738184694483,0.667146974063401
"85","AK","DISTRICT 25",2025,0.236153632062343,0.440902084854385,0.515219123505976,0.450048146364949,0.469557964970809,0.510713889197291,0.315214150849647,0.763846367937657,0.559097915145615,0.484780876494024,0.54995185363505,0.530442035029191,0.489286110802709,0.684785849150353
"86","AK","DISTRICT 26",2026,0.215059515848602,0.454392365983722,0.525561170525326,0.312617145111966,0.425902549861146,0.465054586266707,0.219855832241153,0.784940484151398,0.545607634016278,0.474438829474674,0.687382854888034,0.574097450138854,0.534945413733293,0.780144167758847
"87","AK","DISTRICT 27",2027,0.24671827667452,0.380105017502917,0.377608879237544,0.425940064897881,0.477220373688252,0.528359511343805,0.210311918063315,0.75328172332548,0.619894982497083,0.622391120762456,0.574059935102119,0.522779626311748,0.471640488656195,0.789688081936685
"88","AK","DISTRICT 28",2028,0.229277278144978,0.361685662023357,0.379572694111516,0.271127633209418,0.466869838773103,0.50410429744085,0.247927403092091,0.770722721855022,0.638314337976643,0.620427305888484,0.728872366790582,0.533130161226897,0.49589570255915,0.75207259690791
"89","AK","DISTRICT 29",2029,0.409037900874636,0.369924322564895,0.3940684187344,0.250810951083431,0.248697916666667,0.285673270169394,0.267430377246692,0.590962099125364,0.630075677435105,0.6059315812656,0.749189048916569,0.751302083333333,0.714326729830606,0.732569622753308
"90","AK","DISTRICT 3",2003,0.540861159929701,0.576218702999204,0.66662738628329,0.350508357745993,0.1867850692354,0.238501065296403,NA,0.459138840070299,0.423781297000796,0.33337261371671,0.649491642254007,0.8132149307646,0.761498934703597,NA
"91","AK","DISTRICT 30",2030,0.319172932330827,0.372358775334196,0.387936790563098,0.394487320837927,0.226716604244694,0.268690160928906,0.269749325876361,0.680827067669173,0.627641224665804,0.612063209436902,0.605512679162073,0.773283395755306,0.731309839071094,0.730250674123639
"92","AK","DISTRICT 31",2031,0.355051386464999,0.356233243967828,0.359061407888168,0.525848505282086,0.381591985026973,0.419470353097935,0.482501861504095,0.644948613535001,0.643766756032172,0.640938592111832,0.474151494717914,0.618408014973027,0.580529646902065,0.517498138495905
"93","AK","DISTRICT 32",2032,0.249506017603736,0.402126749373587,0.429793240886822,0.657063711911357,0.417788089713844,0.441228290964007,0.334755555555556,0.750493982396264,0.597873250626413,0.570206759113178,0.342936288088643,0.582211910286156,0.558771709035993,0.665244444444444
"94","AK","DISTRICT 33",2033,0.2331880036993,0.302961275626424,0.241224018475751,0.387723054960742,0.686337543053961,0.711251651878422,0.235404016814573,0.7668119963007,0.697038724373576,0.758775981524249,0.612276945039258,0.313662456946039,0.288748348121578,0.764595983185427
"95","AK","DISTRICT 34",2034,0.198685618217943,0.277772689806759,0.206941151110153,0.569578497251069,0.516207951070336,0.55918882204541,0.39176654507556,0.801314381782057,0.722227310193241,0.793058848889847,0.430421502748931,0.483792048929664,0.44081117795459,0.60823345492444
"96","AK","DISTRICT 35",2035,0.220196864746628,0.455739784361692,0.461738847281016,0.426590292432921,0.477336389101095,0.512372188139059,0.526400862068966,0.779803135253372,0.544260215638308,0.538261152718984,0.573409707567079,0.522663610898905,0.487627811860941,0.473599137931034
"97","AK","DISTRICT 36",2036,0.392770597738288,0.365016872890889,0.350193348801237,0.706790776390946,0.376485390745142,0.426038159371493,0.3857812670374,0.607229402261712,0.634983127109111,0.649806651198763,0.293209223609054,0.623514609254858,0.573961840628507,0.6142187329626
"98","AK","DISTRICT 37",2037,0.400571931368236,0.39274322169059,0.412453080150144,0.634281581485053,0.555402615278734,0.52053680357869,0.465245822232986,0.599428068631764,0.60725677830941,0.587546919849857,0.365718418514947,0.444597384721266,0.479463196421309,0.534754177767014
"99","AK","DISTRICT 38",2038,0.449576082106203,0.490362694300518,0.553528773072747,0.644811320754717,0.706998205588311,0.648309374367281,0.56553262688232,0.550423917893797,0.509637305699482,0.446471226927253,0.355188679245283,0.293001794411689,0.351690625632719,0.43446737311768
"100","AK","DISTRICT 39",2039,0.495763632413643,0.450819672131148,0.537066560382623,0.586862018998551,0.691005058280185,0.648668236999456,0.563307493540052,0.504236367586357,0.549180327868853,0.462933439617377,0.413137981001449,0.308994941719815,0.351331763000544,0.436692506459948
"101","AK","DISTRICT 4",2004,0.396813797135341,0.451087984862819,0.491669620701879,0.444031007751938,0.5055879494655,0.532635774788241,NA,0.603186202864659,0.548912015137181,0.508330379298121,0.555968992248062,0.4944120505345,0.467364225211759,NA
"102","AK","DISTRICT 40",2040,0.358669001751313,0.419837691614067,0.443085216670122,0.668553149606299,0.629340511440108,0.537569573283859,0.44655737704918,0.641330998248687,0.580162308385933,0.556914783329878,0.331446850393701,0.370659488559892,0.462430426716141,0.55344262295082
"103","AK","DISTRICT 5",2005,0.352629656683711,0.462443170587073,0.497580290365156,0.475035849302568,0.463901018922853,0.507668156019804,NA,0.647370343316289,0.537556829412927,0.502419709634844,0.524964150697432,0.536098981077147,0.492331843980196,NA
"104","AK","DISTRICT 6",2006,0.285344189489267,0.376375567895003,0.357023538344723,0.289904041086633,0.339718687206966,0.361866843618668,NA,0.714655810510733,0.623624432104998,0.642976461655277,0.710095958913367,0.660281312793034,0.638133156381332,NA
"105","AK","DISTRICT 7",2007,0.279988167430853,0.394299661443981,0.404820415879017,0.272159800249688,0.202820685023506,0.239666738801125,NA,0.720011832569147,0.605700338556019,0.595179584120983,0.727840199750312,0.797179314976494,0.760333261198875,NA
